Player,Num Drafts,Wins,Losses,Win %,ELO,Last Set Drafted,Last Date Drafted,Glicko,Volatility,GXE
Patrick H,1,3,0,1.0,1045.0,MB1,7-8-23,1858.3120395637425±215.84788133327953,0.0599986563166724,77.80837278209145
Brian H,1,2,0,1.0,1030.0,MB1,5-13-23,1720.868793344954±242.43091282206524,0.059998452657232394,68.05579486050506
Ana,1,2,0,1.0,1028.679236672748,MB1,12-9-23,1677.4518475877137±250.41515085172938,0.05999806062999042,64.6443870051073
Winston,1,2,0,1.0,1031.6177832133856,MB1,3-21-2024,1796.361457280861±223.71956374135135,0.05999986227439741,73.71107706359429
PlaceHolderA,0,1,0,1.0,1015.0,TEST,1-1-2024,1662.3108949741131±290.31896467295957,0.05999999939179345,62.998302058951005
Walski,3,5,1,0.8333333333333334,1049.4561037986093,MB1,4-17-2025,1717.7160874658687±178.37538581661283,0.05999816170924149,68.65765072999754
Bastion,2,5,1,0.8333333333333334,1056.3582093366879,MB1,10-7-23,1747.4465485310016±172.39438203046552,0.05999729964387178,70.99114618783419
Alan,2,3,1,0.75,1030.469220235182,MB1,4-17-2025,1705.9672064835668±183.31412796686948,0.05999737039625873,67.6831105512262
Kevin,2,3,1,0.75,1031.6535688360711,MB1,9-11-2025,1709.3498969027805±186.2086864993434,0.05999925458051442,67.91392818832442
Chris A,4,5,2,0.7142857142857143,1038.2725504867715,MB1,9-11-2025,1661.271263444181±150.91473695342412,0.06000116447898886,64.37098351420298
Clayton,3,5,2,0.7142857142857143,1042.7901826068855,MB1,8-27-24,1726.0097519736744±154.3387653254851,0.05999779155313636,69.5758623609603
Juwan,2,2,1,0.6666666666666666,1010.8771972813306,MB1,2-21-2024,1494.1614234721528±219.53199152779183,0.06000436655155474,49.4904826116397
Nick R,1,2,1,0.6666666666666666,1014.9964312343224,MB1,10-7-23,1637.5900466123041±214.74558325593605,0.05999805864141151,61.82581260203869
Simon,6,7,4,0.6363636363636364,1024.5842820383343,MB1,10-22-2024,1596.0127458131926±151.47609313672714,0.06000555689812073,58.7109409107613
Alberto,4,5,3,0.625,1021.7198241737676,MB1,3-21-2024,1560.0365855389987±151.41024160863137,0.05999931144455565,55.48117754083
Adam,5,6,4,0.6,1021.2907173097383,MB1,9-11-2025,1503.0694958721513±135.31228165119796,0.05999901047352381,50.284056040083094
Matt,3,3,2,0.6,1013.4272068941344,MB1,10-22-2024,1606.7834079987408±174.85809675661622,0.06000050339667285,59.521206564586585
Luca,5,5,4,0.5555555555555556,1015.3940164181248,MB1,10-22-2024,1569.5816195953164±139.60120875851356,0.05999885572582929,56.38840227936203
Tony,4,5,4,0.5555555555555556,1014.2728776328729,MB1,4-17-2025,1587.0602944427592±138.61967522314035,0.06000440431577852,57.97299864841662
Evan K,2,3,3,0.5,1000.1088669496913,MB1,10-7-23,1486.0338167441068±170.20036858523613,0.05999668203502884,48.73557099708815
Collin,2,2,2,0.5,1003.3671982592709,MB1,9-11-2025,1626.0445458669749±184.9949687587167,0.05999982186776194,61.10778453194783
Eric,2,2,2,0.5,1000.5092978369394,MB1,4-17-2025,1551.5005111847897±196.8941866624486,0.06000111237660696,54.56233107880173
Zane,2,1,1,0.5,997.4777346956346,MB1,9-11-2025,1406.5620464703493±249.1681947940259,0.05999928880194116,42.1140254865023
Mike,1,1,1,0.5,1000.6471999915343,MB1,5-13-23,1518.0764552715475±246.38622086057666,0.06000117698525971,51.541719268926
Todd,1,1,1,0.5,1000.0,MB1,5-13-23,1501.2051456272136±245.66596370756616,0.05999881177035618,50.102882436205
Woody,1,1,1,0.5,999.7416765916504,MB1,2-21-2024,1476.3403155970002±238.1266966127044,0.06000125098793931,47.96812195531906
Kian,1,1,1,0.5,999.4691164372708,MB1,8-24-2024,1519.852332678248±232.4570151127215,0.0599987715829696,51.71340417079391
Harrison,1,1,1,0.5,1001.7737396700351,MB1,10-22-2024,1543.854097653467±233.96788359962179,0.06000557660583473,53.77439601389565
Luke,1,1,1,0.5,999.6071178339239,MB1,9-11-2025,1436.2331629278915±241.39338967916635,0.06000281665738625,44.55772039880774
Andrew D,5,4,5,0.4444444444444444,990.0321846581606,MB1,8-24-2024,1497.680039476618±137.12031393175403,0.06000110586269734,49.78552605596679
Marco,6,4,8,0.3333333333333333,948.1288137016239,MB1,9-11-2025,1326.0360490396822±126.43647357947663,0.0599992870713895,34.36430223515709
Alice,1,1,2,0.3333333333333333,984.3528000084657,MB1,5-13-23,1383.666381186792±216.11624688986248,0.05999981080439305,39.957813764170716
Vanndy,1,1,2,0.3333333333333333,985.0,MB1,7-8-23,1374.3568567577006±212.78635431187493,0.05999794326114036,39.150618985017466
Max,1,1,2,0.3333333333333333,985.0,MB1,7-8-23,1379.1356402645613±215.9167124167377,0.059999968776749665,39.5763020929154
Jacob,6,4,9,0.3076923076923077,946.9008894336167,MB1,8-24-2024,1346.8675361443197±136.439526384614,0.06000281956224187,36.20471991421377
John K,5,2,5,0.2857142857142857,957.5902591906156,MB1,8-27-24,1237.3444442138866±155.03574298665282,0.05999755194904421,27.67018345253293
Nick C,2,1,3,0.25,970.6493219771473,MB1,12-9-23,1331.075332723527±193.51944303706603,0.059997345806670474,35.393621303063156
Stephen,5,1,8,0.1111111111111111,905.0682716939909,MB1,4-17-2025,1159.233552925438±143.871322042444,0.06000500566338019,22.180377519574268
Travis,4,1,8,0.1111111111111111,909.8003598199579,MB1,3-21-2024,1111.2634388627057±153.0921842294277,0.059993831509422,19.40567673905981
Patrick R,1,0,2,0.0,970.0,MB1,5-13-23,1279.131206655046±242.43091282206524,0.059998452657232394,31.94420513949494
Jesse,1,0,2,0.0,971.2366112039426,MB1,1-11-2024,1271.5534324960945±253.19711984006923,0.05999896866125917,31.540901928970975
Aaron,1,0,2,0.0,967.6791318775615,MB1,9-11-2025,1210.1512835893661±230.51300540738745,0.060000327888166,26.84161378956857
Michael D,1,0,1,0.0,985.0,MB1,5-13-23,1383.3580797566513±286.92720662703823,0.05999919203567258,40.52480420181002
PlaceHolderB,0,0,1,0.0,985.0,TEST,1-1-2024,1383.3580797566513±286.92720662703823,0.05999919203567258,40.52480420181002
